date	pa_conc	strain	replicate	pheno	dose_mean
10192015	140	DL238	A	0	1.4199538275548667
10132015	0	DL238	B	100	100
10132015	20	DL238	B	100	100
10132015	40	DL238	B	100	99.75389774586563
10132015	60	DL238	B	98.159509202454	98.8004859084918
10132015	80	DL238	B	86.7924528301887	96.87909325519294
10132015	100	DL238	B	32.2147651006711	53.42987613119889
10132015	120	DL238	B	2.29885057471264	12.124508551263455
10132015	140	DL238	B	1.55440414507772	1.4199538275548667
10152015	0	DL238	B	100	100
10152015	20	DL238	B	100	100
10152015	40	DL238	B	100	99.75389774586563
10152015	60	DL238	B	100	98.8004859084918
10152015	80	DL238	B	100	96.87909325519294
10152015	100	DL238	B	85.5263157894737	53.42987613119889
10152015	120	DL238	B	16.6666666666667	12.124508551263455
10152015	140	DL238	B	0	1.4199538275548667
10192015	0	DL238	B	100	100
10192015	20	DL238	B	100	100
10192015	40	DL238	B	98.7951807228916	99.75389774586563
10192015	60	DL238	B	98.8505747126437	98.8004859084918
10192015	80	DL238	B	97.8723404255319	96.87909325519294
10192015	100	DL238	B	40.2298850574713	53.42987613119889
10192015	120	DL238	B	16.6666666666667	12.124508551263455
10192015	140	DL238	B	0	1.4199538275548667
10132015	0	DL238	C	100	100
10132015	20	DL238	C	100	100
10132015	40	DL238	C	100	99.75389774586563
10132015	60	DL238	C	97.2222222222222	98.8004859084918
10132015	80	DL238	C	89.9497487437186	96.87909325519294
10132015	100	DL238	C	54.9295774647887	53.42987613119889
10132015	120	DL238	C	5.79710144927536	12.124508551263455
10132015	140	DL238	C	0	1.4199538275548667
10152015	0	DL238	C	100	100
10152015	20	DL238	C	100	100
10152015	40	DL238	C	100	99.75389774586563
10152015	60	DL238	C	100	98.8004859084918
10152015	80	DL238	C	100	96.87909325519294
10152015	100	DL238	C	61.1111111111111	53.42987613119889
10152015	120	DL238	C	20	12.124508551263455
10152015	140	DL238	C	6.17283950617284	1.4199538275548667
10192015	0	DL238	C	100	100
10192015	20	DL238	C	100	100
10192015	40	DL238	C	98.989898989899	99.75389774586563
10192015	60	DL238	C	100	98.8004859084918
10192015	80	DL238	C	100	96.87909325519294
10192015	100	DL238	C	46.2365591397849	53.42987613119889
10192015	120	DL238	C	15.0684931506849	12.124508551263455
10192015	140	DL238	C	0	1.4199538275548667
10132015	0	N2	A	100	100
10132015	20	N2	A	100	100
10132015	40	N2	A	100	100
10132015	60	N2	A	99.009900990099	98.97127094636299
10132015	80	N2	A	31.6455696202532	66.98132382753859
10132015	100	N2	A	2.29885057471264	3.8659572400057707
10132015	120	N2	A	0	0
10132015	140	N2	A	0	0
10152015	0	N2	A	100	100
10152015	20	N2	A	100	100
10152015	40	N2	A	100	100
10152015	60	N2	A	100	98.97127094636299
10152015	80	N2	A	98.5714285714286	66.98132382753859
10152015	100	N2	A	8.33333333333333	3.8659572400057707
10152015	120	N2	A	0	0
10152015	140	N2	A	0	0
10192015	0	N2	A	100	100
10192015	20	N2	A	100	100
10192015	40	N2	A	100	100
10192015	60	N2	A	97.7099236641221	98.97127094636299
10192015	80	N2	A	64.2857142857143	66.98132382753859
10192015	100	N2	A	1.94174757281553	3.8659572400057707
10192015	120	N2	A	0	0
10192015	140	N2	A	0	0
10132015	0	N2	B	100	100
10132015	20	N2	B	100	100
10132015	40	N2	B	100	100
10132015	60	N2	B	98.9583333333333	98.97127094636299
10132015	80	N2	B	32.4324324324324	66.98132382753859
10132015	100	N2	B	1.69491525423729	3.8659572400057707
10132015	120	N2	B	0	0
10132015	140	N2	B	0	0
10152015	0	N2	B	100	100
10152015	20	N2	B	100	100
10152015	40	N2	B	100	100
10152015	60	N2	B	100	98.97127094636299
10152015	80	N2	B	95.5056179775281	66.98132382753859
10152015	100	N2	B	8.53658536585366	3.8659572400057707
10152015	120	N2	B	0	0
10152015	140	N2	B	0	0
10192015	0	N2	B	100	100
10192015	20	N2	B	100	100
10192015	40	N2	B	100	100
10192015	60	N2	B	95.8762886597938	98.97127094636299
10192015	80	N2	B	71.7171717171717	66.98132382753859
10192015	100	N2	B	0	3.8659572400057707
10192015	120	N2	B	0	0
10192015	140	N2	B	0	0
10132015	0	N2	C	100	100
10132015	20	N2	C	100	100
10132015	40	N2	C	100	100
10132015	60	N2	C	100	98.97127094636299
10132015	80	N2	C	40.1408450704225	66.98132382753859
10132015	100	N2	C	2.3121387283237	3.8659572400057707
10132015	120	N2	C	0	0
10132015	140	N2	C	0	0
10152015	0	N2	C	100	100
10152015	20	N2	C	100	100
10152015	40	N2	C	100	100
10152015	60	N2	C	100	98.97127094636299
10152015	80	N2	C	97.6470588235294	66.98132382753859
10152015	100	N2	C	8.69565217391304	3.8659572400057707
10152015	120	N2	C	0	0
10152015	140	N2	C	0	0
10192015	0	N2	C	100	100
10192015	20	N2	C	100	100
10192015	40	N2	C	100	100
10192015	60	N2	C	99.1869918699187	98.97127094636299
10192015	80	N2	C	70.8860759493671	66.98132382753859
10192015	100	N2	C	0.980392156862745	3.8659572400057707
10192015	120	N2	C	0	0
10192015	140	N2	C	0	0
10132015	0	E03017	A	100	100
10132015	20	E03017	A	100	99.85380116959064
10132015	40	E03017	A	100	100
10132015	60	E03017	A	97.65625	98.3090425948787
10132015	80	E03017	A	46.9026548672566	75.09280828635569
10132015	100	E03017	A	13.5135135135135	5.5954598507946045
10132015	120	E03017	A	0	0
10132015	140	E03017	A	0	0
10152015	0	E03017	A	100	100
10152015	20	E03017	A	100	99.85380116959064
10152015	40	E03017	A	100	100
10152015	60	E03017	A	100	98.3090425948787
10152015	80	E03017	A	97.5	75.09280828635569
10152015	100	E03017	A	0	5.5954598507946045
10152015	120	E03017	A	0	0
10152015	140	E03017	A	0	0
10192015	0	E03017	A	100	100
10192015	20	E03017	A	100	99.85380116959064
10192015	40	E03017	A	100	100
10192015	60	E03017	A	97.2602739726027	98.3090425948787
10192015	80	E03017	A	90.6666666666667	75.09280828635569
10192015	100	E03017	A	1.03092783505155	5.5954598507946045
10192015	120	E03017	A	0	0
10192015	140	E03017	A	0	0
10132015	0	E03017	B	100	100
10132015	20	E03017	B	100	99.85380116959064
10132015	40	E03017	B	100	100
10132015	60	E03017	B	97.7443609022556	98.3090425948787
10132015	80	E03017	B	43.1654676258993	75.09280828635569
10132015	100	E03017	B	19.3548387096774	5.5954598507946045
10132015	120	E03017	B	0	0
10132015	140	E03017	B	0	0
10152015	0	E03017	B	100	100
10152015	20	E03017	B	100	99.85380116959064
10152015	40	E03017	B	100	100
10152015	60	E03017	B	100	98.3090425948787
10152015	80	E03017	B	88	75.09280828635569
10152015	100	E03017	B	0	5.5954598507946045
10152015	120	E03017	B	0	0
10152015	140	E03017	B	0	0
10192015	0	E03017	B	100	100
10192015	20	E03017	B	98.6842105263158	99.85380116959064
10192015	40	E03017	B	100	100
10192015	60	E03017	B	96.2025316455696	98.3090425948787
10192015	80	E03017	B	88.3720930232558	75.09280828635569
10192015	100	E03017	B	1.23456790123457	5.5954598507946045
10192015	120	E03017	B	0	0
10192015	140	E03017	B	0	0
10132015	0	E03017	C	100	100
10132015	20	E03017	C	100	99.85380116959064
10132015	40	E03017	C	100	100
10132015	60	E03017	C	98.4496124031008	98.3090425948787
10132015	80	E03017	C	38.4615384615385	75.09280828635569
10132015	100	E03017	C	14.0625	5.5954598507946045
10132015	120	E03017	C	0	0
10132015	140	E03017	C	0	0
10152015	0	E03017	C	100	100
10152015	20	E03017	C	100	99.85380116959064
10152015	40	E03017	C	100	100
10152015	60	E03017	C	100	98.3090425948787
10152015	80	E03017	C	96.25	75.09280828635569
10152015	100	E03017	C	0	5.5954598507946045
10152015	120	E03017	C	0	0
10152015	140	E03017	C	0	0
10192015	0	E03017	C	100	100
10192015	20	E03017	C	100	99.85380116959064
10192015	40	E03017	C	100	100
10192015	60	E03017	C	97.4683544303797	98.3090425948787
10192015	80	E03017	C	86.5168539325843	75.09280828635569
10192015	100	E03017	C	1.16279069767442	5.5954598507946045
10192015	120	E03017	C	0	0
10192015	140	E03017	C	0	0
10132015	0	LKC34	A	100	100
10132015	20	LKC34	A	100	99.87228607918263
10132015	40	LKC34	A	100	100
10132015	60	LKC34	A	97.4576271186441	99.2698664076425
10132015	80	LKC34	A	51.8867924528302	75.36695557681271
10132015	100	LKC34	A	1.51515151515152	3.0737176494809946
10132015	120	LKC34	A	0	0
10132015	140	LKC34	A	0	0
10152015	0	LKC34	A	100	100
10152015	20	LKC34	A	100	99.87228607918263
10152015	40	LKC34	A	100	100
10152015	60	LKC34	A	100	99.2698664076425
10152015	80	LKC34	A	100	75.36695557681271
10152015	100	LKC34	A	3.75	3.0737176494809946
10152015	120	LKC34	A	0	0
10152015	140	LKC34	A	0	0
10192015	0	LKC34	A	100	100
10192015	20	LKC34	A	98.8505747126437	99.87228607918263
10192015	40	LKC34	A	100	100
10192015	60	LKC34	A	100	99.2698664076425
10192015	80	LKC34	A	65.8536585365854	75.36695557681271
10192015	100	LKC34	A	2.27272727272727	3.0737176494809946
10192015	120	LKC34	A	0	0
10192015	140	LKC34	A	0	0
10132015	0	LKC34	B	100	100
10132015	20	LKC34	B	100	99.87228607918263
10132015	40	LKC34	B	100	100
10132015	60	LKC34	B	99.1735537190083	99.2698664076425
10132015	80	LKC34	B	55.9322033898305	75.36695557681271
10132015	100	LKC34	B	4.08163265306122	3.0737176494809946
10132015	120	LKC34	B	0	0
10132015	140	LKC34	B	0	0
10152015	0	LKC34	B	100	100
10152015	20	LKC34	B	100	99.87228607918263
10152015	40	LKC34	B	100	100
10152015	60	LKC34	B	100	99.2698664076425
10152015	80	LKC34	B	98.936170212766	75.36695557681271
10152015	100	LKC34	B	6.41025641025641	3.0737176494809946
10152015	120	LKC34	B	0	0
10152015	140	LKC34	B	0	0
10192015	0	LKC34	B	100	100
10192015	20	LKC34	B	100	99.87228607918263
10192015	40	LKC34	B	100	100
10192015	60	LKC34	B	100	99.2698664076425
10192015	80	LKC34	B	78.0821917808219	75.36695557681271
10192015	100	LKC34	B	1.17647058823529	3.0737176494809946
10192015	120	LKC34	B	0	0
10192015	140	LKC34	B	0	0
10132015	0	LKC34	C	100	100
10132015	20	LKC34	C	100	99.87228607918263
10132015	40	LKC34	C	100	100
10132015	60	LKC34	C	99.236641221374	99.2698664076425
10132015	80	LKC34	C	51.7241379310345	75.36695557681271
10132015	100	LKC34	C	3.84615384615385	3.0737176494809946
10132015	120	LKC34	C	0	0
10132015	140	LKC34	C	0	0
10152015	0	LKC34	C	100	100
10152015	20	LKC34	C	100	99.87228607918263
10152015	40	LKC34	C	100	100
10152015	60	LKC34	C	100	99.2698664076425
10152015	80	LKC34	C	96.6666666666667	75.36695557681271
10152015	100	LKC34	C	3.44827586206897	3.0737176494809946
10152015	120	LKC34	C	0	0
10152015	140	LKC34	C	0	0
10192015	0	LKC34	C	100	100
10192015	20	LKC34	C	100	99.87228607918263
10192015	40	LKC34	C	100	100
10192015	60	LKC34	C	97.5609756097561	99.2698664076425
10192015	80	LKC34	C	79.2207792207792	75.36695557681271
10192015	100	LKC34	C	1.16279069767442	3.0737176494809946
10192015	120	LKC34	C	0	0
10192015	140	LKC34	C	0	0
